<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
SBS,20121025,2.9000,2.9000,2.9000,2.9000,105870,2.9000,2.9000,2.9000,2.9000,0,0,0
SBS,20121024,2.8000,2.8000,2.8000,2.8000,24380,2.8000,2.8000,2.8000,2.8000,0,0,0
SBS,20121023,2.7000,2.7000,2.7000,2.7000,9010,2.7000,2.7000,2.7000,2.7000,0,0,0
SBS,20121022,2.8000,2.8000,2.8000,2.8000,11980,2.8000,2.8000,2.8000,2.8000,0,0,0
SBS,20121019,2.9000,2.9000,2.9000,2.9000,31450,2.9000,2.9000,2.9000,2.9000,0,0,0
SBS,20121018,2.8000,2.8000,2.8000,2.8000,59500,2.8000,2.8000,2.8000,2.8000,0,0,3400
SBS,20121017,2.7000,2.7000,2.7000,2.7000,33640,2.7000,2.7000,2.7000,2.7000,0,0,16270
SBS,20121016,2.8000,2.8000,2.8000,2.8000,32990,2.8000,2.8000,2.8000,2.8000,0,0,0
SBS,20121015,2.9000,2.9000,2.9000,2.9000,30,2.9000,2.9000,2.9000,2.9000,0,0,0
SBS,20121012,2.8000,2.8000,2.8000,2.8000,7050,2.8000,2.8000,2.8000,2.8000,0,0,0
SBS,20121011,2.9000,2.9000,2.9000,2.9000,1630,2.9000,2.9000,2.9000,2.9000,0,0,330
SBS,20121010,3.0000,3.0000,3.0000,3.0000,7060,3.0000,3.0000,3.0000,3.0000,0,0,0
SBS,20121009,2.9000,2.9000,2.9000,2.9000,3150,2.9000,2.9000,2.9000,2.9000,0,0,0
SBS,20121008,3.0000,3.0000,3.0000,3.0000,40270,3.0000,3.0000,3.0000,3.0000,0,0,0
SBS,20121005,3.1000,3.1000,3.1000,3.1000,1310,3.1000,3.1000,3.1000,3.1000,0,0,0
SBS,20121004,3.0000,3.0000,3.0000,3.0000,5120,3.0000,3.0000,3.0000,3.0000,0,0,2260
SBS,20121003,2.9000,2.9000,2.9000,2.9000,1050,2.9000,2.9000,2.9000,2.9000,0,0,0
SBS,20121002,2.8000,2.8000,2.8000,2.8000,50750,2.8000,2.8000,2.8000,2.8000,0,0,0
SBS,20121001,2.8000,2.8000,2.8000,2.8000,2610,2.8000,2.8000,2.8000,2.8000,0,0,0
SBS,20120928,2.7000,2.7000,2.7000,2.7000,730,2.7000,2.7000,2.7000,2.7000,0,0,0
SBS,20120927,2.6000,2.6000,2.6000,2.6000,16910,2.6000,2.6000,2.6000,2.6000,0,0,0
SBS,20120926,2.6000,2.6000,2.6000,2.6000,65690,2.6000,2.6000,2.6000,2.6000,0,0,0
SBS,20120925,2.7000,2.7000,2.7000,2.7000,71530,2.7000,2.7000,2.7000,2.7000,0,0,0
SBS,20120924,2.8000,2.8000,2.8000,2.8000,32200,2.8000,2.8000,2.8000,2.8000,0,0,0
SBS,20120921,2.9000,2.9000,2.9000,2.9000,60080,2.9000,2.9000,2.9000,2.9000,0,0,0
SBS,20120920,3.0000,3.0000,3.0000,3.0000,83700,3.0000,3.0000,3.0000,3.0000,0,0,0
SBS,20120919,3.1000,3.1000,3.1000,3.1000,284650,3.1000,3.1000,3.1000,3.1000,0,0,0
SBS,20120918,3.2000,3.2000,3.2000,3.2000,64090,3.2000,3.2000,3.2000,3.2000,0,0,0
SBS,20120917,3.3000,3.3000,3.3000,3.3000,24570,3.3000,3.3000,3.3000,3.3000,0,0,0
SBS,20120914,3.2000,3.2000,3.2000,3.2000,25890,3.2000,3.2000,3.2000,3.2000,0,0,0
SBS,20120913,3.1000,3.1000,3.1000,3.1000,66490,3.1000,3.1000,3.1000,3.1000,0,0,0
SBS,20120912,3.2000,3.2000,3.2000,3.2000,67350,3.2000,3.2000,3.2000,3.2000,0,0,0
SBS,20120911,3.3000,3.3000,3.3000,3.3000,62880,3.3000,3.3000,3.3000,3.3000,0,0,0
SBS,20120910,3.4000,3.4000,3.4000,3.4000,33680,3.4000,3.4000,3.4000,3.4000,0,0,0
SBS,20120907,3.5000,3.5000,3.5000,3.5000,23640,3.5000,3.5000,3.5000,3.5000,0,0,0
SBS,20120906,3.4000,3.4000,3.4000,3.4000,4940,3.4000,3.4000,3.4000,3.4000,0,0,0
SBS,20120905,3.3000,3.3000,3.3000,3.3000,26520,3.3000,3.3000,3.3000,3.3000,0,0,0
SBS,20120904,3.2000,3.2000,3.2000,3.2000,58100,3.2000,3.2000,3.2000,3.2000,0,10,0
SBS,20120831,3.3000,3.3000,3.3000,3.3000,86160,3.3000,3.3000,3.3000,3.3000,0,0,2000
SBS,20120830,3.4000,3.4000,3.4000,3.4000,51500,3.4000,3.4000,3.4000,3.4000,0,0,0
SBS,20120829,3.5000,3.5000,3.5000,3.5000,5570,3.5000,3.5000,3.5000,3.5000,4211890,0,0
SBS,20120828,3.6000,3.6000,3.6000,3.6000,50,3.6000,3.6000,3.6000,3.6000,0,0,0
SBS,20120827,3.7000,3.7000,3.7000,3.7000,20,3.7000,3.7000,3.7000,3.7000,0,0,0
SBS,20120824,3.8000,3.8000,3.8000,3.8000,60510,3.8000,3.8000,3.8000,3.8000,5066750,0,2000
SBS,20120823,4.0000,4.0000,4.0000,4.0000,40,4.0000,4.0000,4.0000,4.0000,0,0,0
SBS,20120822,4.2000,4.2000,4.2000,4.2000,1467140,4.2000,4.2000,4.2000,4.2000,0,0,2000
SBS,20120821,4.4000,4.4000,4.4000,4.4000,10,4.4000,4.4000,4.4000,4.4000,0,0,0
SBS,20120820,4.6000,4.6000,4.6000,4.6000,224560,4.6000,4.6000,4.6000,4.6000,0,0,0
SBS,20120817,4.8000,4.8000,4.8000,4.8000,648410,4.8000,4.8000,4.8000,4.8000,0,0,0
SBS,20120816,4.8000,4.8000,4.8000,4.8000,424530,4.8000,4.8000,4.8000,4.8000,20000,0,0
SBS,20120815,4.7000,4.7000,4.7000,4.7000,528490,4.7000,4.7000,4.7000,4.7000,0,0,0
SBS,20120814,4.5000,4.5000,4.5000,4.5000,160370,4.5000,4.5000,4.5000,4.5000,0,0,2130
SBS,20120813,4.3000,4.3000,4.3000,4.3000,1025910,4.3000,4.3000,4.3000,4.3000,0,0,0
SBS,20120810,4.2000,4.2000,4.2000,4.2000,557900,4.2000,4.2000,4.2000,4.2000,0,0,0
SBS,20120809,4.4000,4.4000,4.4000,4.4000,116440,4.4000,4.4000,4.4000,4.4000,0,0,0
SBS,20120808,4.6000,4.6000,4.6000,4.6000,392230,4.6000,4.6000,4.6000,4.6000,0,0,0
SBS,20120807,4.4000,4.4000,4.4000,4.4000,262260,4.4000,4.4000,4.4000,4.4000,0,0,10
SBS,20120806,4.2000,4.2000,4.2000,4.2000,549270,4.2000,4.2000,4.2000,4.2000,0,0,0
SBS,20120803,4.0000,4.0000,4.0000,4.0000,1553270,4.0000,4.0000,4.0000,4.0000,0,0,0
SBS,20120802,4.2000,4.2000,4.2000,4.2000,936100,4.2000,4.2000,4.2000,4.2000,0,0,18890
SBS,20120801,4.4000,4.4000,4.4000,4.4000,243520,4.4000,4.4000,4.4000,4.4000,0,18890,0
SBS,20120731,4.2000,4.2000,4.2000,4.2000,167710,4.2000,4.2000,4.2000,4.2000,0,0,0
SBS,20120730,4.0000,4.0000,4.0000,4.0000,388330,4.0000,4.0000,4.0000,4.0000,0,0,10
SBS,20120727,3.9000,3.9000,3.9000,3.9000,146410,3.9000,3.9000,3.9000,3.9000,0,0,0
SBS,20120726,3.8000,3.8000,3.8000,3.8000,476500,3.8000,3.8000,3.8000,3.8000,0,0,0
SBS,20120725,3.7000,3.7000,3.7000,3.7000,1280150,3.7000,3.7000,3.7000,3.7000,0,0,0
SBS,20120724,3.6000,3.6000,3.6000,3.6000,422670,3.6000,3.6000,3.6000,3.6000,0,0,0
SBS,20120723,3.5000,3.5000,3.5000,3.5000,613730,3.5000,3.5000,3.5000,3.5000,0,0,0
SBS,20120720,3.2000,3.4000,3.2000,3.4000,897320,3.2000,3.4000,3.2000,3.4000,0,0,0
SBS,20120719,3.5000,3.5000,3.3000,3.3000,9035680,3.5000,3.5000,3.3000,3.3000,0,10010,0
SBS,20120718,3.4000,3.4000,3.4000,3.4000,18530,3.4000,3.4000,3.4000,3.4000,0,0,0
SBS,20120717,3.3000,3.3000,3.2000,3.3000,1147670,3.3000,3.3000,3.2000,3.3000,72000,0,6000
SBS,20120716,3.2000,3.2000,3.2000,3.2000,148000,3.2000,3.2000,3.2000,3.2000,0,0,0
SBS,20120713,2.9000,3.1000,2.9000,3.1000,2858540,2.9000,3.1000,2.9000,3.1000,0,10,225250
SBS,20120712,3.0000,3.0000,3.0000,3.0000,25410,3.0000,3.0000,3.0000,3.0000,0,0,0
SBS,20120711,3.1000,3.1000,3.1000,3.1000,2120,3.1000,3.1000,3.1000,3.1000,20000,10,0
SBS,20120710,3.2000,3.2000,3.2000,3.2000,19820,3.2000,3.2000,3.2000,3.2000,0,5000,0
SBS,20120709,3.3000,3.3000,3.3000,3.3000,4160,3.3000,3.3000,3.3000,3.3000,25000,0,0
SBS,20120706,3.4000,3.4000,3.4000,3.4000,41470,3.4000,3.4000,3.4000,3.4000,0,5000,0
SBS,20120705,3.5000,3.5000,3.5000,3.5000,40710,3.5000,3.5000,3.5000,3.5000,0,0,0
SBS,20120704,3.6000,3.6000,3.6000,3.6000,22920,3.6000,3.6000,3.6000,3.6000,52000,10000,0
SBS,20120703,3.7000,3.7000,3.7000,3.7000,11460,3.7000,3.7000,3.7000,3.7000,0,0,0
SBS,20120702,3.8000,3.8000,3.8000,3.8000,13550,3.8000,3.8000,3.8000,3.8000,0,0,0
SBS,20120629,3.9000,3.9000,3.9000,3.9000,448890,3.9000,3.9000,3.9000,3.9000,0,10000,0
SBS,20120628,4.1000,4.1000,4.1000,4.1000,83300,4.1000,4.1000,4.1000,4.1000,0,0,0
SBS,20120627,4.3000,4.5000,4.3000,4.3000,1764770,4.3000,4.5000,4.3000,4.3000,40000,12000,20
SBS,20120626,4.5000,4.5000,4.5000,4.5000,74440,4.5000,4.5000,4.5000,4.5000,0,0,0
SBS,20120625,4.8000,4.9000,4.7000,4.7000,480000,4.8000,4.9000,4.7000,4.7000,0,0,0
SBS,20120622,5.0000,5.0000,4.9000,4.9000,1521410,5.0000,5.0000,4.9000,4.9000,0,1500,0
SBS,20120621,5.2000,5.2000,5.1000,5.1000,280260,5.2000,5.2000,5.1000,5.1000,185000,0,0
SBS,20120620,5.0000,5.2000,5.0000,5.2000,442570,5.0000,5.2000,5.0000,5.2000,0,0,0
SBS,20120619,5.1000,5.2000,5.0000,5.0000,1174100,5.1000,5.2000,5.0000,5.0000,0,30,0
SBS,20120618,5.3000,5.4000,5.2000,5.2000,1990790,5.3000,5.4000,5.2000,5.2000,0,300,0
SBS,20120615,5.3000,5.4000,5.3000,5.4000,897690,5.3000,5.4000,5.3000,5.4000,0,0,0
SBS,20120614,5.2000,5.4000,5.2000,5.2000,225090,5.2000,5.4000,5.2000,5.2000,0,0,500
SBS,20120613,5.4000,5.5000,5.3000,5.3000,1034480,5.4000,5.5000,5.3000,5.3000,0,0,0
SBS,20120612,5.6000,5.7000,5.5000,5.5000,1537740,5.6000,5.7000,5.5000,5.5000,20000,0,11000
SBS,20120611,5.6000,5.8000,5.5000,5.7000,1482440,5.6000,5.8000,5.5000,5.7000,0,200,0
SBS,20120608,5.8000,5.9000,5.5000,5.6000,1031290,5.8000,5.9000,5.5000,5.6000,0,0,10
SBS,20120607,5.6000,5.7000,5.6000,5.7000,1376490,5.6000,5.7000,5.6000,5.7000,0,0,20000
SBS,20120606,5.3000,5.5000,5.3000,5.5000,2132200,5.3000,5.5000,5.3000,5.5000,0,0,0
SBS,20120605,5.1000,5.3000,5.0000,5.3000,1453830,5.1000,5.3000,5.0000,5.3000,0,0,29000
SBS,20120604,5.1000,5.2000,5.1000,5.1000,503470,5.1000,5.2000,5.1000,5.1000,0,0,0
SBS,20120601,5.5000,5.6000,5.3000,5.3000,1076840,5.5000,5.6000,5.3000,5.3000,0,4400,0
SBS,20120531,5.5000,5.5000,5.3000,5.5000,2501910,5.5000,5.5000,5.3000,5.5000,0,0,10010
SBS,20120530,5.3000,5.3000,5.3000,5.3000,370100,5.3000,5.3000,5.3000,5.3000,0,0,0
SBS,20120529,5.0000,5.1000,4.9000,5.1000,1268090,5.0000,5.1000,4.9000,5.1000,0,0,0
SBS,20120528,4.9000,4.9000,4.8000,4.9000,1143110,4.9000,4.9000,4.8000,4.9000,0,0,0
SBS,20120525,4.5000,4.7000,4.3000,4.7000,1683370,4.5000,4.7000,4.3000,4.7000,0,10000,10
SBS,20120524,4.5000,4.7000,4.5000,4.5000,554830,4.5000,4.7000,4.5000,4.5000,0,1000,20
SBS,20120523,4.7000,4.8000,4.7000,4.7000,517030,4.7000,4.8000,4.7000,4.7000,0,500,20
SBS,20120522,5.1000,5.1000,4.9000,4.9000,845060,5.1000,5.1000,4.9000,4.9000,0,40020,0
SBS,20120521,4.7000,5.1000,4.7000,5.1000,2537450,4.7000,5.1000,4.7000,5.1000,0,10,270060
SBS,20120518,4.9000,4.9000,4.9000,4.9000,92350,4.9000,4.9000,4.9000,4.9000,0,3000,0
SBS,20120517,5.3000,5.3000,5.1000,5.1000,773790,5.3000,5.3000,5.1000,5.1000,0,21420,1000
SBS,20120516,5.3000,5.5000,5.3000,5.3000,940720,5.3000,5.5000,5.3000,5.3000,0,10,9000
SBS,20120515,5.6000,5.7000,5.5000,5.5000,1316510,5.6000,5.7000,5.5000,5.5000,0,4010,56000
SBS,20120514,5.9000,6.0000,5.7000,5.7000,792580,5.9000,6.0000,5.7000,5.7000,0,1000,0
SBS,20120511,6.1000,6.2000,5.9000,5.9000,700760,6.1000,6.2000,5.9000,5.9000,0,13600,39800
SBS,20120510,6.4000,6.4000,6.0000,6.0000,1055780,6.4000,6.4000,6.0000,6.0000,0,135000,2400
SBS,20120509,5.9000,6.3000,5.8000,6.3000,1268950,5.9000,6.3000,5.8000,6.3000,0,180160,5490
SBS,20120508,6.3000,6.3000,6.0000,6.0000,1889610,6.3000,6.3000,6.0000,6.0000,0,0,0
SBS,20120507,6.1000,6.4000,6.1000,6.3000,1447200,6.1000,6.4000,6.1000,6.3000,0,0,15300
SBS,20120504,6.0000,6.1000,5.9000,6.1000,1587490,6.0000,6.1000,5.9000,6.1000,0,35000,33000
SBS,20120503,5.9000,6.2000,5.9000,5.9000,2237700,5.9000,6.2000,5.9000,5.9000,0,600,17500
SBS,20120502,6.5000,6.5000,6.2000,6.2000,1100060,6.5000,6.5000,6.2000,6.2000,0,0,0
SBS,20120427,6.6000,6.7000,6.4000,6.5000,814170,6.6000,6.7000,6.4000,6.5000,0,4900,0
SBS,20120426,6.6000,6.7000,6.4000,6.6000,1613610,6.6000,6.7000,6.4000,6.6000,0,1000,0
SBS,20120425,5.8000,6.4000,5.8000,6.4000,6868060,5.8000,6.4000,5.8000,6.4000,0,19600,289300
SBS,20120424,6.1000,6.1000,6.1000,6.1000,123260,6.1000,6.1000,6.1000,6.1000,30300,0,0
SBS,20120423,6.4000,6.4000,6.4000,6.4000,114760,6.4000,6.4000,6.4000,6.4000,0,0,0
SBS,20120420,6.7000,6.7000,6.7000,6.7000,417560,6.7000,6.7000,6.7000,6.7000,0,13600,0
SBS,20120419,7.1000,7.3000,7.0000,7.0000,2719300,7.1000,7.3000,7.0000,7.0000,0,28400,284180
SBS,20120418,7.2000,7.4000,7.0000,7.3000,3377380,7.2000,7.4000,7.0000,7.3000,0,0,0
SBS,20120417,6.9000,7.1000,6.7000,7.1000,3948380,6.9000,7.1000,6.7000,7.1000,0,0,15000
SBS,20120416,6.5000,6.9000,6.4000,6.8000,3287990,6.5000,6.9000,6.4000,6.8000,0,0,33050
SBS,20120413,6.3000,6.7000,6.1000,6.6000,3589040,6.3000,6.7000,6.1000,6.6000,0,150000,118320
SBS,20120412,6.7000,6.7000,6.4000,6.4000,3493240,6.7000,6.7000,6.4000,6.4000,0,0,20000
SBS,20120411,6.7000,6.9000,6.5000,6.7000,3251110,6.7000,6.9000,6.5000,6.7000,0,800,50000
SBS,20120410,6.8000,7.0000,6.6000,6.7000,2585050,6.8000,7.0000,6.6000,6.7000,50000,26000,0
SBS,20120409,6.6000,6.7000,6.5000,6.7000,2895390,6.6000,6.7000,6.5000,6.7000,0,20000,31390
SBS,20120406,6.1000,6.4000,6.1000,6.4000,2726550,6.1000,6.4000,6.1000,6.4000,0,45000,5000
SBS,20120405,5.8000,6.3000,5.7000,6.1000,3677970,5.8000,6.3000,5.7000,6.1000,0,45700,13500
SBS,20120404,6.0000,6.4000,6.0000,6.0000,2050480,6.0000,6.4000,6.0000,6.0000,0,11500,60
SBS,20120403,5.8000,6.3000,5.7000,6.3000,3079010,5.8000,6.3000,5.7000,6.3000,0,0,250
SBS,20120330,6.1000,6.5000,6.0000,6.0000,2662080,6.1000,6.5000,6.0000,6.0000,0,2010,10000
SBS,20120329,6.9000,6.9000,6.3000,6.3000,3435600,6.9000,6.9000,6.3000,6.3000,38850,15500,15010
SBS,20120328,6.2000,6.6000,6.1000,6.6000,7201400,6.2000,6.6000,6.1000,6.6000,0,161870,80
SBS,20120327,6.9000,6.9000,6.3000,6.3000,6253400,6.9000,6.9000,6.3000,6.3000,0,384170,53470
SBS,20120326,6.6000,6.6000,6.6000,6.6000,125770,6.6000,6.6000,6.6000,6.6000,25000,0,25000
SBS,20120323,6.3000,6.3000,6.3000,6.3000,68600,6.3000,6.3000,6.3000,6.3000,50000,0,13990
SBS,20120322,6.0000,6.0000,6.0000,6.0000,424880,6.0000,6.0000,6.0000,6.0000,0,0,100
SBS,20120321,5.8000,5.8000,5.8000,5.8000,76790,5.8000,5.8000,5.8000,5.8000,20000,0,0
SBS,20120320,5.6000,5.6000,5.6000,5.6000,646070,5.6000,5.6000,5.6000,5.6000,0,5010,0
SBS,20120319,5.4000,5.4000,5.2000,5.4000,2961140,5.4000,5.4000,5.2000,5.4000,0,5000,70
SBS,20120316,5.2000,5.2000,5.1000,5.2000,2346680,5.2000,5.2000,5.1000,5.2000,0,10000,30
SBS,20120315,4.8000,5.0000,4.6000,5.0000,4354380,4.8000,5.0000,4.6000,5.0000,0,17300,100
SBS,20120314,4.8000,4.8000,4.8000,4.8000,457710,4.8000,4.8000,4.8000,4.8000,50000,0,0
SBS,20120313,4.6000,4.6000,4.6000,4.6000,2354150,4.6000,4.6000,4.6000,4.6000,0,0,130
SBS,20120312,4.4000,4.6000,4.4000,4.4000,4799860,4.4000,4.6000,4.4000,4.4000,0,4100,1000
SBS,20120309,4.6000,4.6000,4.4000,4.6000,5548570,4.6000,4.6000,4.4000,4.6000,0,0,150
SBS,20120308,4.4000,4.4000,4.4000,4.4000,2075090,4.4000,4.4000,4.4000,4.4000,623260,0,0
SBS,20120307,4.2000,4.2000,4.2000,4.2000,4596920,4.2000,4.2000,4.2000,4.2000,300000,0,0
SBS,20120306,4.0000,4.0000,4.0000,4.0000,6546170,4.0000,4.0000,4.0000,4.0000,100000,10000,3000
SBS,20120305,3.9000,3.9000,3.9000,3.9000,1400,3.9000,3.9000,3.9000,3.9000,226667,0,200
SBS,20120302,3.8000,3.8000,3.8000,3.8000,22880,3.8000,3.8000,3.8000,3.8000,0,0,0
SBS,20120301,3.7000,3.7000,3.7000,3.7000,66810,3.7000,3.7000,3.7000,3.7000,20000,0,0
SBS,20120229,3.6000,3.6000,3.6000,3.6000,7680,3.6000,3.6000,3.6000,3.6000,0,0,2800
SBS,20120228,3.5000,3.5000,3.5000,3.5000,32610,3.5000,3.5000,3.5000,3.5000,50000,0,4000
SBS,20120227,3.4000,3.4000,3.4000,3.4000,1179600,3.4000,3.4000,3.4000,3.4000,0,0,0
SBS,20120224,3.3000,3.3000,3.2000,3.3000,2299990,3.3000,3.3000,3.2000,3.3000,0,0,0
SBS,20120223,3.2000,3.2000,3.2000,3.2000,1405950,3.2000,3.2000,3.2000,3.2000,0,1800,0
SBS,20120222,3.2000,3.3000,3.1000,3.1000,492970,3.2000,3.3000,3.1000,3.1000,0,20400,0
SBS,20120221,3.4000,3.4000,3.2000,3.2000,289530,3.4000,3.4000,3.2000,3.2000,0,31000,2000
SBS,20120220,3.3000,3.3000,3.3000,3.3000,17070,3.3000,3.3000,3.3000,3.3000,0,2210,2150
SBS,20120217,3.1000,3.2000,3.0000,3.2000,61860,3.1000,3.2000,3.0000,3.2000,0,3800,0
SBS,20120216,3.1000,3.2000,3.1000,3.1000,141810,3.1000,3.2000,3.1000,3.1000,0,1650,1450
SBS,20120215,3.2000,3.2000,3.2000,3.2000,8240,3.2000,3.2000,3.2000,3.2000,0,150,0
SBS,20120214,3.3000,3.3000,3.3000,3.3000,9800,3.3000,3.3000,3.3000,3.3000,0,2000,0
SBS,20120213,3.4000,3.4000,3.4000,3.4000,29010,3.4000,3.4000,3.4000,3.4000,0,4600,0
SBS,20120210,3.5000,3.5000,3.5000,3.5000,6390,3.5000,3.5000,3.5000,3.5000,0,160,0
SBS,20120209,3.6000,3.6000,3.6000,3.6000,36970,3.6000,3.6000,3.6000,3.6000,0,13150,0
SBS,20120208,3.7000,3.7000,3.7000,3.7000,32620,3.7000,3.7000,3.7000,3.7000,0,0,0
SBS,20120207,3.8000,3.8000,3.8000,3.8000,31960,3.8000,3.8000,3.8000,3.8000,0,10,0
SBS,20120206,3.9000,4.0000,3.8000,3.9000,104310,3.9000,4.0000,3.8000,3.9000,0,4700,0
SBS,20120203,3.9000,3.9000,3.8000,3.9000,102810,3.9000,3.9000,3.8000,3.9000,0,0,0
SBS,20120202,3.7000,3.8000,3.7000,3.8000,84590,3.7000,3.8000,3.7000,3.8000,0,12770,0
SBS,20120201,3.6000,3.7000,3.6000,3.7000,93540,3.6000,3.7000,3.6000,3.7000,0,6000,0
SBS,20120131,3.7000,3.8000,3.7000,3.7000,136800,3.7000,3.8000,3.7000,3.7000,0,19420,0
SBS,20120130,3.6000,3.7000,3.5000,3.7000,62250,3.6000,3.7000,3.5000,3.7000,0,13050,0
SBS,20120120,3.6000,3.6000,3.5000,3.6000,50100,3.6000,3.6000,3.5000,3.6000,0,10170,500
SBS,20120119,3.5000,3.5000,3.5000,3.5000,43920,3.5000,3.5000,3.5000,3.5000,0,8430,0
SBS,20120118,3.3000,3.4000,3.3000,3.4000,117090,3.3000,3.4000,3.3000,3.4000,0,27230,80
SBS,20120117,3.3000,3.3000,3.3000,3.3000,18860,3.3000,3.3000,3.3000,3.3000,0,3760,130
SBS,20120116,3.2000,3.2000,3.2000,3.2000,41220,3.2000,3.2000,3.2000,3.2000,0,7400,0
SBS,20120113,3.1000,3.1000,3.0000,3.1000,72940,3.1000,3.1000,3.0000,3.1000,0,14920,0
SBS,20120112,2.8000,3.0000,2.8000,3.0000,43700,2.8000,3.0000,2.8000,3.0000,0,9740,0
SBS,20120111,2.8000,2.9000,2.8000,2.9000,104950,2.8000,2.9000,2.8000,2.9000,0,20360,0
SBS,20120110,2.8000,2.8000,2.8000,2.8000,34140,2.8000,2.8000,2.8000,2.8000,0,6560,0
SBS,20120109,2.7000,2.8000,2.7000,2.7000,113360,2.7000,2.8000,2.7000,2.7000,0,0,0
SBS,20120106,2.8000,2.9000,2.8000,2.8000,35290,2.8000,2.9000,2.8000,2.8000,0,0,0
SBS,20120105,2.9000,2.9000,2.8000,2.9000,64200,2.9000,2.9000,2.8000,2.9000,0,0,0
SBS,20120104,2.9000,3.0000,2.9000,2.9000,28920,2.9000,3.0000,2.9000,2.9000,0,0,0
SBS,20120103,3.2000,3.2000,3.0000,3.0000,93030,3.2000,3.2000,3.0000,3.0000,0,0,100
SBS,20111230,3.1000,3.2000,3.1000,3.1000,137480,3.1000,3.2000,3.1000,3.1000,0,150,0
SBS,20111229,3.3000,3.3000,3.2000,3.2000,14800,3.3000,3.3000,3.2000,3.2000,0,0,0
SBS,20111228,3.1000,3.3000,3.1000,3.3000,38450,3.1000,3.3000,3.1000,3.3000,1616370,770,0
SBS,20111227,3.2000,3.2000,3.2000,3.2000,19670,3.2000,3.2000,3.2000,3.2000,0,0,0
SBS,20111226,3.3000,3.5000,3.3000,3.3000,31100,3.3000,3.5000,3.3000,3.3000,0,1800,0
SBS,20111223,3.4000,3.4000,3.4000,3.4000,32370,3.4000,3.4000,3.4000,3.4000,0,0,0
SBS,20111222,3.5000,3.6000,3.5000,3.5000,22330,3.5000,3.6000,3.5000,3.5000,0,0,0
SBS,20111221,3.6000,3.7000,3.6000,3.6000,52800,3.6000,3.7000,3.6000,3.6000,0,50,0
SBS,20111220,3.7000,3.8000,3.7000,3.7000,7850,3.7000,3.8000,3.7000,3.7000,0,0,0
SBS,20111219,3.8000,3.9000,3.8000,3.8000,17850,3.8000,3.9000,3.8000,3.8000,0,0,0
SBS,20111216,3.9000,3.9000,3.8000,3.9000,34730,3.9000,3.9000,3.8000,3.9000,9586896,100,0
SBS,20111215,3.8000,3.8000,3.7000,3.8000,34530,3.8000,3.8000,3.7000,3.8000,0,0,0
SBS,20111214,3.9000,4.0000,3.8000,3.8000,56760,3.9000,4.0000,3.8000,3.8000,1490836,1500,0
SBS,20111213,4.0000,4.0000,3.9000,3.9000,84400,4.0000,4.0000,3.9000,3.9000,800000,1000,0
SBS,20111212,4.1000,4.2000,4.0000,4.0000,39910,4.1000,4.2000,4.0000,4.0000,0,0,0
SBS,20111209,4.3000,4.3000,4.1000,4.2000,52950,4.3000,4.3000,4.1000,4.2000,0,0,0
SBS,20111208,4.2000,4.3000,4.2000,4.3000,15720,4.2000,4.3000,4.2000,4.3000,0,0,0
SBS,20111207,4.1000,4.3000,4.1000,4.2000,99770,4.1000,4.3000,4.1000,4.2000,0,0,0
SBS,20111206,4.6000,4.6000,4.3000,4.3000,95870,4.6000,4.6000,4.3000,4.3000,0,0,0
SBS,20111205,4.4000,4.5000,4.4000,4.5000,119990,4.4000,4.5000,4.4000,4.5000,0,0,0
SBS,20111202,4.3000,4.4000,4.3000,4.3000,37390,4.3000,4.4000,4.3000,4.3000,0,0,0
SBS,20111201,4.3000,4.4000,4.2000,4.2000,24510,4.3000,4.4000,4.2000,4.2000,0,0,0
SBS,20111130,4.3000,4.4000,4.2000,4.2000,45770,4.3000,4.4000,4.2000,4.2000,0,0,0
SBS,20111129,4.5000,4.6000,4.3000,4.4000,74650,4.5000,4.6000,4.3000,4.4000,0,0,0
SBS,20111128,4.3000,4.5000,4.3000,4.5000,86370,4.3000,4.5000,4.3000,4.5000,0,0,0
SBS,20111125,4.3000,4.4000,4.3000,4.3000,37910,4.3000,4.4000,4.3000,4.3000,0,2800,0
SBS,20111124,4.6000,4.7000,4.4000,4.4000,226460,4.6000,4.7000,4.4000,4.4000,0,0,0
SBS,20111123,4.5000,4.6000,4.5000,4.6000,98540,4.5000,4.6000,4.5000,4.6000,0,0,0
SBS,20111122,4.8000,4.8000,4.4000,4.4000,335990,4.8000,4.8000,4.4000,4.4000,0,10000,0
SBS,20111121,4.6000,4.6000,4.6000,4.6000,31760,4.6000,4.6000,4.6000,4.6000,0,0,0
SBS,20111118,4.4000,4.4000,4.3000,4.4000,206410,4.4000,4.4000,4.3000,4.4000,0,0,0
SBS,20111117,4.2000,4.2000,4.1000,4.2000,509100,4.2000,4.2000,4.1000,4.2000,0,30000,0
SBS,20111116,4.0000,4.0000,4.0000,4.0000,509740,4.0000,4.0000,4.0000,4.0000,0,40000,87640
SBS,20111115,4.0000,4.0000,3.9000,3.9000,156950,4.0000,4.0000,3.9000,3.9000,28920,31440,27400
SBS,20111114,4.2000,4.3000,4.1000,4.1000,261880,4.2000,4.3000,4.1000,4.1000,390000,0,49980
SBS,20111111,4.3000,4.3000,4.3000,4.3000,29140,4.3000,4.3000,4.3000,4.3000,0,0,0
