<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
SBS,20190423,1.8000,1.8000,1.6000,1.7000,429034,1.8000,1.8000,1.6000,1.7000,0,0,0
SBS,20190422,1.9000,2.0000,1.8000,1.8000,706900,1.9000,2.0000,1.8000,1.8000,0,0,0
SBS,20190419,1.9000,2.0000,1.8000,2.0000,860110,1.9000,2.0000,1.8000,2.0000,0,0,100
SBS,20190418,2.1000,2.2000,1.9000,2.0000,1154305,2.1000,2.2000,1.9000,2.0000,0,0,0
SBS,20190417,2.0000,2.0000,1.9000,2.0000,1120060,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20190416,1.7000,1.8000,1.6000,1.8000,2191424,1.7000,1.8000,1.6000,1.8000,0,0,95000
SBS,20190412,1.6000,1.7000,1.5000,1.6000,406800,1.6000,1.7000,1.5000,1.6000,0,0,0
SBS,20190411,1.6000,1.6000,1.6000,1.6000,14640,1.6000,1.6000,1.6000,1.6000,0,40000,30000
SBS,20190410,1.6000,1.7000,1.6000,1.6000,231700,1.6000,1.7000,1.6000,1.6000,0,40000,30000
SBS,20190409,1.6000,1.7000,1.6000,1.6000,216800,1.6000,1.7000,1.6000,1.6000,0,0,0
SBS,20190408,1.6000,1.7000,1.6000,1.6000,100100,1.6000,1.7000,1.6000,1.6000,0,0,0
SBS,20190405,1.6000,1.7000,1.6000,1.7000,16100,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190404,1.6000,1.7000,1.6000,1.7000,163300,1.6000,1.7000,1.6000,1.7000,0,20000,0
SBS,20190403,1.6000,1.7000,1.6000,1.6000,489380,1.6000,1.7000,1.6000,1.6000,0,20000,0
SBS,20190402,1.6000,1.7000,1.6000,1.7000,219400,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190401,1.7000,1.7000,1.6000,1.7000,32200,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20190329,1.7000,1.7000,1.6000,1.7000,80410,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20190328,1.7000,1.7000,1.6000,1.7000,41300,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20190327,1.7000,1.7000,1.6000,1.7000,2300,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20190326,1.6000,1.7000,1.6000,1.7000,99600,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190325,1.6000,1.7000,1.6000,1.7000,381600,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190322,1.6000,1.7000,1.6000,1.7000,70900,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190321,1.7000,1.7000,1.6000,1.7000,75100,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20190320,1.6000,1.7000,1.6000,1.7000,48700,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190319,1.8000,1.8000,1.6000,1.7000,290537,1.8000,1.8000,1.6000,1.7000,0,0,0
SBS,20190318,1.7000,1.8000,1.7000,1.7000,264400,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20190315,1.7000,1.8000,1.6000,1.7000,195800,1.7000,1.8000,1.6000,1.7000,0,0,0
SBS,20190314,1.7000,1.8000,1.6000,1.7000,291957,1.7000,1.8000,1.6000,1.7000,0,0,0
SBS,20190313,1.7000,1.8000,1.6000,1.7000,247100,1.7000,1.8000,1.6000,1.7000,0,0,0
SBS,20190312,1.6000,1.7000,1.6000,1.7000,154300,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190311,1.7000,1.8000,1.6000,1.7000,207600,1.7000,1.8000,1.6000,1.7000,0,0,0
SBS,20190308,1.8000,1.8000,1.7000,1.7000,477200,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20190307,1.7000,1.9000,1.7000,1.8000,674645,1.7000,1.9000,1.7000,1.8000,0,0,0
SBS,20190306,1.7000,1.8000,1.6000,1.7000,533520,1.7000,1.8000,1.6000,1.7000,0,0,0
SBS,20190305,1.7000,1.8000,1.6000,1.7000,289800,1.7000,1.8000,1.6000,1.7000,0,0,0
SBS,20190304,1.6000,1.7000,1.6000,1.7000,74200,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190301,1.7000,1.7000,1.6000,1.7000,236800,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20190228,1.7000,1.7000,1.6000,1.6000,99300,1.7000,1.7000,1.6000,1.6000,0,0,0
SBS,20190227,1.7000,1.8000,1.6000,1.7000,230500,1.7000,1.8000,1.6000,1.7000,0,0,0
SBS,20190226,1.6000,1.7000,1.6000,1.6000,110900,1.6000,1.7000,1.6000,1.6000,0,10000,100
SBS,20190225,1.6000,1.7000,1.6000,1.7000,242520,1.6000,1.7000,1.6000,1.7000,0,10000,100
SBS,20190222,1.7000,1.7000,1.6000,1.7000,29800,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20190221,1.7000,1.7000,1.6000,1.6000,80200,1.7000,1.7000,1.6000,1.6000,0,0,0
SBS,20190220,1.7000,1.7000,1.7000,1.7000,113400,1.7000,1.7000,1.7000,1.7000,0,0,0
SBS,20190219,1.6000,1.7000,1.6000,1.7000,103200,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190218,1.7000,1.7000,1.7000,1.7000,114500,1.7000,1.7000,1.7000,1.7000,0,0,0
SBS,20190215,1.6000,1.7000,1.6000,1.7000,5400,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190214,1.8000,1.8000,1.7000,1.7000,168500,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20190213,1.7000,1.8000,1.6000,1.8000,305200,1.7000,1.8000,1.6000,1.8000,0,0,0
SBS,20190212,1.6000,1.7000,1.5000,1.7000,137320,1.6000,1.7000,1.5000,1.7000,0,0,0
SBS,20190211,1.6000,1.6000,1.5000,1.6000,32200,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20190201,1.6000,1.6000,1.5000,1.6000,10600,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20190131,1.6000,1.6000,1.5000,1.6000,18400,1.6000,1.6000,1.5000,1.6000,0,4100,0
SBS,20190130,1.6000,1.6000,1.6000,1.6000,27000,1.6000,1.6000,1.6000,1.6000,0,4100,0
SBS,20190129,1.6000,1.6000,1.5000,1.6000,81700,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20190128,1.6000,1.7000,1.5000,1.7000,181700,1.6000,1.7000,1.5000,1.7000,0,0,0
SBS,20190125,1.6000,1.6000,1.5000,1.6000,114300,1.6000,1.6000,1.5000,1.6000,0,900,0
SBS,20190124,1.6000,1.6000,1.5000,1.6000,101500,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20190123,1.6000,1.6000,1.5000,1.6000,194300,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20190122,1.6000,1.6000,1.6000,1.6000,62400,1.6000,1.6000,1.6000,1.6000,0,0,0
SBS,20190121,1.6000,1.7000,1.6000,1.6000,74300,1.6000,1.7000,1.6000,1.6000,0,0,0
SBS,20190118,1.6000,1.7000,1.6000,1.7000,110400,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190117,1.6000,1.6000,1.5000,1.6000,176800,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20190116,1.7000,1.7000,1.5000,1.6000,121200,1.7000,1.7000,1.5000,1.6000,0,0,0
SBS,20190115,1.6000,1.6000,1.6000,1.6000,113900,1.6000,1.6000,1.6000,1.6000,0,0,0
SBS,20190114,1.6000,1.7000,1.6000,1.7000,16600,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190111,1.6000,1.7000,1.6000,1.7000,32930,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190110,1.7000,1.7000,1.5000,1.6000,93460,1.7000,1.7000,1.5000,1.6000,0,0,0
SBS,20190109,1.6000,1.7000,1.6000,1.7000,53500,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20190108,1.6000,1.6000,1.5000,1.6000,70600,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20190107,1.7000,1.7000,1.5000,1.6000,166780,1.7000,1.7000,1.5000,1.6000,0,0,0
SBS,20190104,1.6000,1.7000,1.5000,1.6000,144590,1.6000,1.7000,1.5000,1.6000,0,0,0
SBS,20190103,1.6000,1.7000,1.5000,1.6000,107500,1.6000,1.7000,1.5000,1.6000,3000,0,0
SBS,20190102,1.7000,1.7000,1.7000,1.7000,33500,1.7000,1.7000,1.7000,1.7000,0,0,0
SBS,20181228,1.8000,1.8000,1.6000,1.7000,91400,1.8000,1.8000,1.6000,1.7000,0,0,0
SBS,20181227,1.7000,1.8000,1.6000,1.8000,108320,1.7000,1.8000,1.6000,1.8000,0,0,0
SBS,20181226,1.6000,1.7000,1.6000,1.6000,16800,1.6000,1.7000,1.6000,1.6000,4000,0,0
SBS,20181225,1.7000,1.7000,1.6000,1.7000,56600,1.7000,1.7000,1.6000,1.7000,3000,0,0
SBS,20181224,1.8000,1.8000,1.6000,1.7000,44405,1.8000,1.8000,1.6000,1.7000,0,0,0
SBS,20181221,1.7000,1.8000,1.7000,1.8000,99800,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20181220,1.7000,1.8000,1.7000,1.7000,149400,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20181219,1.8000,1.8000,1.7000,1.8000,28300,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20181218,1.7000,1.8000,1.7000,1.7000,203100,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20181217,1.8000,1.8000,1.7000,1.8000,34300,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20181214,1.8000,1.8000,1.7000,1.8000,91200,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20181213,1.7000,1.9000,1.7000,1.8000,275300,1.7000,1.9000,1.7000,1.8000,0,0,0
SBS,20181212,1.8000,1.8000,1.7000,1.7000,12525,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20181211,1.8000,1.8000,1.7000,1.8000,16300,1.8000,1.8000,1.7000,1.8000,10000,0,0
SBS,20181210,1.8000,1.8000,1.7000,1.7000,23421,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20181207,1.8000,1.9000,1.8000,1.8000,161315,1.8000,1.9000,1.8000,1.8000,0,0,0
SBS,20181206,1.8000,1.8000,1.7000,1.8000,111525,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20181205,1.8000,1.9000,1.7000,1.8000,124700,1.8000,1.9000,1.7000,1.8000,0,0,0
SBS,20181204,1.9000,1.9000,1.8000,1.9000,79700,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20181203,1.9000,1.9000,1.8000,1.8000,130126,1.9000,1.9000,1.8000,1.8000,0,0,0
SBS,20181130,1.8000,1.9000,1.7000,1.8000,77830,1.8000,1.9000,1.7000,1.8000,0,0,0
SBS,20181129,1.8000,1.9000,1.8000,1.9000,143220,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20181128,1.8000,1.8000,1.8000,1.8000,203430,1.8000,1.8000,1.8000,1.8000,0,0,0
SBS,20181127,1.8000,1.9000,1.8000,1.9000,68700,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20181126,1.7000,1.8000,1.7000,1.8000,31120,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20181123,1.8000,1.8000,1.7000,1.7000,71710,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20181122,1.8000,1.8000,1.8000,1.8000,39520,1.8000,1.8000,1.8000,1.8000,0,0,0
SBS,20181121,1.9000,1.9000,1.7000,1.8000,210000,1.9000,1.9000,1.7000,1.8000,0,0,0
SBS,20181120,1.8000,1.9000,1.8000,1.9000,96410,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20181119,1.8000,1.9000,1.8000,1.9000,77100,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20181116,1.8000,1.9000,1.7000,1.9000,44700,1.8000,1.9000,1.7000,1.9000,0,0,0
SBS,20181115,1.9000,1.9000,1.7000,1.8000,148300,1.9000,1.9000,1.7000,1.8000,0,0,0
SBS,20181114,1.8000,1.9000,1.8000,1.9000,159710,1.8000,1.9000,1.8000,1.9000,2600000,0,0
SBS,20181113,1.8000,1.9000,1.7000,1.9000,262300,1.8000,1.9000,1.7000,1.9000,0,0,0
SBS,20181112,1.8000,1.9000,1.8000,1.9000,255866,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20181109,1.8000,1.9000,1.8000,1.8000,51050,1.8000,1.9000,1.8000,1.8000,0,0,0
SBS,20181108,1.9000,1.9000,1.8000,1.8000,71000,1.9000,1.9000,1.8000,1.8000,0,0,0
SBS,20181107,1.8000,1.9000,1.8000,1.9000,189400,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20181106,1.9000,1.9000,1.8000,1.9000,175270,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20181105,1.8000,1.9000,1.8000,1.9000,90200,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20181102,1.8000,1.9000,1.8000,1.9000,16200,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20181101,1.9000,1.9000,1.8000,1.9000,146700,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20181031,1.8000,2.0000,1.8000,1.9000,302200,1.8000,2.0000,1.8000,1.9000,0,0,0
SBS,20181030,1.8000,1.9000,1.7000,1.8000,509160,1.8000,1.9000,1.7000,1.8000,0,0,0
SBS,20181029,1.9000,1.9000,1.8000,1.9000,26320,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20181026,1.9000,1.9000,1.8000,1.9000,124110,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20181025,1.8000,1.9000,1.8000,1.9000,417100,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20181024,1.9000,2.0000,1.8000,1.9000,104200,1.9000,2.0000,1.8000,1.9000,0,1000,0
SBS,20181023,2.0000,2.1000,1.9000,1.9000,695040,2.0000,2.1000,1.9000,1.9000,0,1000,52000
SBS,20181022,2.0000,2.1000,2.0000,2.0000,297600,2.0000,2.1000,2.0000,2.0000,0,1000,0
SBS,20181019,2.1000,2.1000,2.0000,2.0000,262700,2.1000,2.1000,2.0000,2.0000,0,1000,0
SBS,20181018,2.2000,2.2000,2.0000,2.2000,346240,2.2000,2.2000,2.0000,2.2000,0,1000,0
SBS,20181017,2.3000,2.4000,2.2000,2.2000,493230,2.3000,2.4000,2.2000,2.2000,0,4000,0
SBS,20181016,2.1000,2.3000,2.1000,2.3000,643600,2.1000,2.3000,2.1000,2.3000,0,6000,0
SBS,20181015,2.0000,2.1000,2.0000,2.1000,930885,2.0000,2.1000,2.0000,2.1000,0,32000,0
SBS,20181012,1.9000,2.0000,1.8000,2.0000,470000,1.9000,2.0000,1.8000,2.0000,0,0,0
SBS,20181011,2.0000,2.0000,1.8000,1.9000,847600,2.0000,2.0000,1.8000,1.9000,0,0,2000
SBS,20181010,2.1000,2.2000,2.0000,2.1000,254900,2.1000,2.2000,2.0000,2.1000,0,0,0
SBS,20181009,2.1000,2.2000,2.1000,2.2000,86434,2.1000,2.2000,2.1000,2.2000,0,0,0
SBS,20181008,2.2000,2.2000,2.1000,2.2000,240020,2.2000,2.2000,2.1000,2.2000,0,0,0
SBS,20181005,2.3000,2.4000,2.1000,2.2000,733890,2.3000,2.4000,2.1000,2.2000,0,0,0
SBS,20181004,2.2000,2.4000,2.2000,2.4000,336046,2.2000,2.4000,2.2000,2.4000,0,0,0
SBS,20181003,2.2000,2.3000,2.1000,2.3000,230500,2.2000,2.3000,2.1000,2.3000,0,0,0
SBS,20181002,2.2000,2.3000,2.1000,2.2000,536400,2.2000,2.3000,2.1000,2.2000,0,0,0
SBS,20181001,2.4000,2.5000,2.2000,2.2000,679249,2.4000,2.5000,2.2000,2.2000,0,0,0
SBS,20180928,2.5000,2.5000,2.2000,2.4000,640010,2.5000,2.5000,2.2000,2.4000,0,0,0
SBS,20180927,2.2000,2.3000,2.2000,2.3000,1658600,2.2000,2.3000,2.2000,2.3000,0,0,0
SBS,20180926,1.9000,2.1000,1.9000,2.1000,831459,1.9000,2.1000,1.9000,2.1000,0,0,0
SBS,20180925,1.9000,2.0000,1.8000,1.9000,327700,1.9000,2.0000,1.8000,1.9000,0,0,0
SBS,20180924,2.0000,2.0000,1.9000,1.9000,152880,2.0000,2.0000,1.9000,1.9000,0,0,0
SBS,20180921,2.0000,2.0000,1.9000,2.0000,180810,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20180920,1.9000,2.0000,1.8000,2.0000,226400,1.9000,2.0000,1.8000,2.0000,0,15000,0
SBS,20180919,1.9000,2.0000,1.8000,2.0000,501400,1.9000,2.0000,1.8000,2.0000,0,2000,0
SBS,20180918,1.9000,2.0000,1.8000,2.0000,409400,1.9000,2.0000,1.8000,2.0000,0,0,0
SBS,20180917,2.0000,2.0000,1.8000,1.9000,596900,2.0000,2.0000,1.8000,1.9000,0,0,0
SBS,20180914,2.3000,2.3000,1.9000,2.1000,1025934,2.3000,2.3000,1.9000,2.1000,0,0,0
SBS,20180913,1.9000,2.0000,1.9000,2.0000,745840,1.9000,2.0000,1.9000,2.0000,0,0,0
SBS,20180912,1.7000,1.8000,1.7000,1.8000,1400821,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20180911,1.7000,1.7000,1.6000,1.6000,134184,1.7000,1.7000,1.6000,1.6000,0,0,0
SBS,20180910,1.6000,1.6000,1.6000,1.6000,105320,1.6000,1.6000,1.6000,1.6000,0,0,0
SBS,20180907,1.6000,1.7000,1.6000,1.6000,199600,1.6000,1.7000,1.6000,1.6000,0,20000,0
SBS,20180906,1.5000,1.6000,1.5000,1.6000,61674,1.5000,1.6000,1.5000,1.6000,0,0,0
SBS,20180905,1.6000,1.6000,1.5000,1.6000,87677,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20180904,1.6000,1.7000,1.5000,1.6000,180103,1.6000,1.7000,1.5000,1.6000,0,0,0
SBS,20180831,1.7000,1.7000,1.6000,1.6000,84300,1.7000,1.7000,1.6000,1.6000,0,0,0
SBS,20180830,1.6000,1.6000,1.6000,1.6000,146524,1.6000,1.6000,1.6000,1.6000,0,0,0
SBS,20180829,1.6000,1.7000,1.6000,1.6000,42300,1.6000,1.7000,1.6000,1.6000,0,0,0
SBS,20180828,1.6000,1.6000,1.5000,1.6000,540802,1.6000,1.6000,1.5000,1.6000,0,0,0
SBS,20180827,1.6000,1.7000,1.5000,1.7000,229770,1.6000,1.7000,1.5000,1.7000,0,0,0
SBS,20180824,1.6000,1.7000,1.6000,1.6000,29971,1.6000,1.7000,1.6000,1.6000,0,0,0
SBS,20180823,1.6000,1.6000,1.6000,1.6000,123900,1.6000,1.6000,1.6000,1.6000,0,0,0
SBS,20180822,1.6000,1.7000,1.6000,1.6000,267000,1.6000,1.7000,1.6000,1.6000,0,0,0
SBS,20180821,1.7000,1.7000,1.6000,1.7000,134000,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20180820,1.6000,1.7000,1.6000,1.6000,102801,1.6000,1.7000,1.6000,1.6000,0,0,0
SBS,20180817,1.6000,1.6000,1.6000,1.6000,158150,1.6000,1.6000,1.6000,1.6000,0,0,0
SBS,20180816,1.6000,1.7000,1.6000,1.6000,186600,1.6000,1.7000,1.6000,1.6000,0,2700,0
SBS,20180815,1.7000,1.7000,1.6000,1.6000,150100,1.7000,1.7000,1.6000,1.6000,0,0,0
SBS,20180814,1.6000,1.7000,1.6000,1.7000,466851,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20180813,1.7000,1.8000,1.6000,1.6000,113100,1.7000,1.8000,1.6000,1.6000,0,0,0
SBS,20180810,1.7000,1.7000,1.6000,1.7000,121302,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20180809,1.8000,1.8000,1.7000,1.8000,122600,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20180808,1.7000,1.8000,1.6000,1.8000,86100,1.7000,1.8000,1.6000,1.8000,0,0,0
SBS,20180807,1.7000,1.7000,1.6000,1.7000,45830,1.7000,1.7000,1.6000,1.7000,0,0,0
SBS,20180806,1.7000,1.8000,1.7000,1.7000,121650,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20180803,1.7000,1.8000,1.7000,1.8000,57100,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20180802,1.8000,1.8000,1.7000,1.7000,163334,1.8000,1.8000,1.7000,1.7000,0,1000,0
SBS,20180801,1.7000,1.8000,1.6000,1.8000,336125,1.7000,1.8000,1.6000,1.8000,0,0,0
SBS,20180731,1.7000,1.8000,1.7000,1.7000,227430,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20180730,1.9000,1.9000,1.7000,1.7000,425620,1.9000,1.9000,1.7000,1.7000,0,0,0
SBS,20180727,1.9000,1.9000,1.8000,1.9000,112400,1.9000,1.9000,1.8000,1.9000,0,0,0
SBS,20180726,1.8000,2.0000,1.8000,1.9000,538820,1.8000,2.0000,1.8000,1.9000,0,0,0
SBS,20180725,1.7000,1.8000,1.6000,1.8000,555850,1.7000,1.8000,1.6000,1.8000,0,0,0
SBS,20180724,1.7000,1.8000,1.7000,1.7000,44700,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20180723,1.6000,1.7000,1.6000,1.7000,210425,1.6000,1.7000,1.6000,1.7000,0,0,0
SBS,20180720,1.8000,1.8000,1.6000,1.8000,85210,1.8000,1.8000,1.6000,1.8000,0,0,0
SBS,20180719,1.8000,1.8000,1.7000,1.7000,185400,1.8000,1.8000,1.7000,1.7000,0,0,0
SBS,20180718,1.7000,1.8000,1.6000,1.8000,210400,1.7000,1.8000,1.6000,1.8000,0,0,0
SBS,20180717,1.7000,1.8000,1.6000,1.8000,28668,1.7000,1.8000,1.6000,1.8000,0,0,0
SBS,20180716,1.7000,1.8000,1.7000,1.7000,134304,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20180713,1.7000,1.7000,1.7000,1.7000,67115,1.7000,1.7000,1.7000,1.7000,0,0,0
SBS,20180712,1.6000,1.7000,1.6000,1.6000,107562,1.6000,1.7000,1.6000,1.6000,0,0,0
SBS,20180711,1.6000,1.7000,1.6000,1.6000,409700,1.6000,1.7000,1.6000,1.6000,0,31100,0
SBS,20180710,1.7000,1.8000,1.7000,1.7000,110500,1.7000,1.8000,1.7000,1.7000,0,0,0
SBS,20180709,1.7000,1.8000,1.7000,1.8000,64410,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20180706,1.7000,1.8000,1.7000,1.8000,189510,1.7000,1.8000,1.7000,1.8000,0,0,0
SBS,20180705,1.6000,1.8000,1.6000,1.6000,198300,1.6000,1.8000,1.6000,1.6000,0,0,0
SBS,20180704,1.6000,1.7000,1.5000,1.6000,340440,1.6000,1.7000,1.5000,1.6000,0,900,0
SBS,20180703,1.8000,1.8000,1.6000,1.8000,485600,1.8000,1.8000,1.6000,1.8000,0,0,0
SBS,20180702,1.9000,1.9000,1.7000,1.8000,79800,1.9000,1.9000,1.7000,1.8000,0,0,0
SBS,20180629,1.8000,1.9000,1.8000,1.9000,116513,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20180628,1.8000,1.9000,1.8000,1.9000,4216,1.8000,1.9000,1.8000,1.9000,0,0,0
SBS,20180627,1.9000,2.0000,1.9000,1.9000,43410,1.9000,2.0000,1.9000,1.9000,0,0,0
SBS,20180626,1.9000,1.9000,1.9000,1.9000,71300,1.9000,1.9000,1.9000,1.9000,0,0,0
SBS,20180625,1.8000,2.0000,1.8000,1.9000,228710,1.8000,2.0000,1.8000,1.9000,0,0,0
SBS,20180622,1.9000,1.9000,1.7000,1.9000,85060,1.9000,1.9000,1.7000,1.9000,0,0,0
SBS,20180621,1.8000,1.8000,1.8000,1.8000,155600,1.8000,1.8000,1.8000,1.8000,0,16800,0
SBS,20180620,1.9000,1.9000,1.7000,1.8000,80900,1.9000,1.9000,1.7000,1.8000,0,0,0
SBS,20180619,1.8000,1.8000,1.7000,1.8000,116100,1.8000,1.8000,1.7000,1.8000,0,0,0
SBS,20180618,2.0000,2.0000,1.8000,1.8000,159000,2.0000,2.0000,1.8000,1.8000,0,1200,0
SBS,20180615,1.9000,2.0000,1.9000,2.0000,135301,1.9000,2.0000,1.9000,2.0000,0,0,0
SBS,20180614,1.9000,2.0000,1.9000,2.0000,46820,1.9000,2.0000,1.9000,2.0000,0,0,0
SBS,20180613,2.0000,2.0000,1.9000,2.0000,35600,2.0000,2.0000,1.9000,2.0000,0,0,0
SBS,20180612,2.1000,2.1000,1.9000,2.0000,124560,2.1000,2.1000,1.9000,2.0000,0,0,0
SBS,20180611,2.0000,2.1000,2.0000,2.1000,229400,2.0000,2.1000,2.0000,2.1000,0,0,0
SBS,20180608,2.0000,2.2000,2.0000,2.1000,178200,2.0000,2.2000,2.0000,2.1000,0,0,0
SBS,20180607,2.0000,2.1000,1.9000,2.1000,168070,2.0000,2.1000,1.9000,2.1000,0,0,0
SBS,20180606,2.0000,2.1000,1.9000,2.0000,109920,2.0000,2.1000,1.9000,2.0000,0,0,0
SBS,20180605,2.0000,2.1000,2.0000,2.0000,205600,2.0000,2.1000,2.0000,2.0000,0,0,0
SBS,20180604,1.9000,2.1000,1.9000,2.1000,265600,1.9000,2.1000,1.9000,2.1000,0,0,0
SBS,20180601,1.9000,2.0000,1.8000,1.9000,163080,1.9000,2.0000,1.8000,1.9000,0,0,0
SBS,20180531,1.9000,2.0000,1.8000,1.8000,152020,1.9000,2.0000,1.8000,1.8000,0,0,0
SBS,20180530,1.8000,2.0000,1.7000,1.9000,330800,1.8000,2.0000,1.7000,1.9000,0,0,0
SBS,20180529,1.6000,1.8000,1.6000,1.8000,268600,1.6000,1.8000,1.6000,1.8000,0,2000,0
SBS,20180528,1.8000,1.9000,1.6000,1.6000,747000,1.8000,1.9000,1.6000,1.6000,0,0,0
SBS,20180525,1.9000,2.0000,1.7000,1.9000,363700,1.9000,2.0000,1.7000,1.9000,0,4100,0
SBS,20180524,1.9000,2.0000,1.8000,1.8000,39100,1.9000,2.0000,1.8000,1.8000,0,0,100
SBS,20180523,1.9000,2.0000,1.8000,1.9000,249300,1.9000,2.0000,1.8000,1.9000,0,0,0
SBS,20180522,2.1000,2.1000,1.8000,1.9000,332500,2.1000,2.1000,1.8000,1.9000,0,20000,0
SBS,20180521,2.0000,2.1000,1.9000,2.1000,143400,2.0000,2.1000,1.9000,2.1000,0,100,0
SBS,20180518,2.1000,2.1000,1.9000,2.1000,429900,2.1000,2.1000,1.9000,2.1000,0,0,10000
SBS,20180517,2.1000,2.1000,2.0000,2.1000,203500,2.1000,2.1000,2.0000,2.1000,0,0,0
SBS,20180516,2.2000,2.2000,2.0000,2.1000,155010,2.2000,2.2000,2.0000,2.1000,0,0,0
SBS,20180515,2.1000,2.2000,2.0000,2.2000,158410,2.1000,2.2000,2.0000,2.2000,0,0,0
SBS,20180514,2.2000,2.2000,2.0000,2.1000,276000,2.2000,2.2000,2.0000,2.1000,0,100,0
SBS,20180511,2.2000,2.2000,2.1000,2.1000,417100,2.2000,2.2000,2.1000,2.1000,0,0,0
SBS,20180510,2.3000,2.3000,2.1000,2.2000,203400,2.3000,2.3000,2.1000,2.2000,0,200,0
SBS,20180509,2.3000,2.4000,2.2000,2.3000,269606,2.3000,2.4000,2.2000,2.3000,0,0,6
SBS,20180508,2.3000,2.3000,2.2000,2.3000,248837,2.3000,2.3000,2.2000,2.3000,0,0,0
